1774468796298	107	PLAYER TurtleDove	CONNECTED	TILE 3222,3217,0
1774468796879	108	BOT RippleRick	START_ACTIVITY	go_to_hanks_fishing_shop
1774468796879	108	BOT NetNinja	START_ACTIVITY	go_to_bobs_axe_shop
1774468796879	108	BOT Spiderfly	START_ACTIVITY	bury_bones
1774468796879	108	BOT PrimePete	START_ACTIVITY	withdraw_from_bank
1774468796879	108	BOT HeadHunter	START_RESOLVER	withdraw_from_bank	lumbridge_mithril_mining
1774468796880	108	BOT Vortex	ASSIGNED	draynor_willow_trees
1774468796880	108	BOT MouseMatt	COMPLETED	withdraw_from_bank
1774468796880	108	BOT AlignedSkew	START_ACTIVITY	go_to_area
1774468796880	108	BOT Cruz	START_ACTIVITY	withdraw_from_bank
1774468796880	108	BOT BrittleMall	ASSIGNED	al_kharid_north_iron_mining
1774468796882	108	BOT Snarl	START_ACTIVITY	withdraw_from_bank
1774468796882	108	BOT Barbarian	START_RESOLVER	withdraw_from_bank	bury_bones_in_bank
1774468796882	108	PLAYER Kabuto	TASK_COMPLETED	hang_on_to_something_task
1774468796882	108	PLAYER Kabuto	TOTAL_LEVEL_UP	5
1774468796882	108	PLAYER Kabuto	LEVEL_UP	Ranged	6
1774468796883	108	PLAYER Kabuto	SET_EXP	Ranged	5127
1774468796883	108	PLAYER Kabuto	TOTAL_LEVEL_UP	10
1774468796883	108	PLAYER Kabuto	TASK_COMPLETED	on_the_level_task
1774468796883	108	PLAYER Kabuto	LEVEL_UP	Prayer	6
1774468796883	108	PLAYER Kabuto	SET_EXP	Prayer	5127
1774468796883	108	PLAYER Kabuto	TOTAL_LEVEL_UP	15
1774468796883	108	PLAYER Kabuto	LEVEL_UP	Prayer	11
1774468796883	108	PLAYER Kabuto	SET_EXP	Prayer	13585
1774468796883	108	PLAYER Kabuto	TOTAL_LEVEL_UP	20
1774468796883	108	PLAYER Kabuto	LEVEL_UP	Magic	6
1774468796883	108	PLAYER Kabuto	SET_EXP	Magic	5127
1774468796883	108	PLAYER Kabuto	TOTAL_LEVEL_UP	25
1774468796883	108	PLAYER Kabuto	TASK_COMPLETED	quarter_centurion_task
1774468796883	108	PLAYER Kabuto	LEVEL_UP	Magic	11
1774468796883	108	PLAYER Kabuto	SET_EXP	Magic	13585
1774468796883	108	PLAYER Kabuto	LEVEL_UP	Defence	6
1774468796883	108	PLAYER Kabuto	SET_EXP	Defence	5127
1774468796883	108	PLAYER Kabuto	LEVEL_UP	Strength	6
1774468796883	108	PLAYER Kabuto	SET_EXP	Strength	5127
1774468796883	108	PLAYER Kabuto	LEVEL_UP	Magic	16
1774468796883	108	PLAYER Kabuto	SET_EXP	Magic	27460
1774468796883	108	BOT Kabuto	ASSIGNED	kill_bills_cows_strength
1774468796883	108	BOT MuskieMax	FAILED	magic_tutor	Requirement(BotInventorySetup(items=[BotItem(ids=[air_rune], min=30, max=null, usable=false, equippable=false), BotItem(ids=[mind_rune], min=30, max=null, usable=false, equippable=false)]))	0	BotInterfaceOption
1774468796883	108	BOT TurtleDove	ASSIGNED	magic_tutor
1774468796897	108	PLAYER OffCentered	EXP	Thieving	8.0
1774468796897	108	PLAYER OffCentered	SET_EXP	Thieving	720000000
1774468796897	108	PLAYER bob	EXP	Thieving	8.0
1774468796898	108	PLAYER GreenSea	TELED	TILE 3205,3209,1
1774468796898	108	PLAYER KingKyle	TASK_COMPLETED	on_the_run_task
1774468796901	108	PLAYER PolkockPete	CONNECTED	TILE 3221,3220,0
1774468797480	109	BOT Vulpix	COMPLETED	go_to_lumbridge_north_trees
1774468797480	109	BOT FlyFrank	COMPLETED	go_to_bobs_axe_shop
1774468797480	109	PLAYER FiveFinn	EXP	Prayer	4.5
1774468797480	109	PLAYER FiveFinn	TOTAL_LEVEL_UP	94
1774468797480	109	PLAYER FiveFinn	LEVEL_UP	Prayer	95
1774468797480	109	PLAYER FiveFinn	SET_EXP	Prayer	90000000
1774468797480	109	PLAYER bob	EXP	Prayer	4.5
1774468797481	109	BOT Copege	START_ACTIVITY	teleport_lumbridge
1774468797481	109	BOT Skirmish	START_ACTIVITY	go_to_lumbridge_east_cow_field
1774468797481	109	PLAYER FreezeFrame	EXP	Prayer	4.5
1774468797481	109	PLAYER FreezeFrame	SET_EXP	Prayer	360000000
1774468797481	109	PLAYER bob	EXP	Prayer	4.5
1774468797481	109	PLAYER Spiderfly	EXP	Prayer	4.5
1774468797481	109	PLAYER Spiderfly	TOTAL_LEVEL_UP	87
1774468797481	109	PLAYER Spiderfly	LEVEL_UP	Prayer	88
1774468797481	109	PLAYER Spiderfly	SET_EXP	Prayer	45000000
1774468797481	109	PLAYER bob	EXP	Prayer	4.5
1774468797481	109	PLAYER Spiderfly	TASK_COMPLETED	i_wonder_if_itll_sprout_task
1774468797481	109	BOT HeadHunter	START_ACTIVITY	withdraw_from_bank
1774468797481	109	BOT Dao Saber	FAILED	withdraw_from_bank	Invalid("Invalid interaction: bank:inventory:steel_hatchet slot -1 option Withdraw-1 0.")	3	BotInterfaceOption
1774468797482	109	BOT Vortex	START_RESOLVER	buy_from_shop	draynor_willow_trees
1774468797482	109	BOT MouseMatt	START_ACTIVITY	buy_from_shop
1774468797482	109	BOT Odrin	FAILED	withdraw_from_bank	Invalid("Invalid interaction: bank:inventory:iron_sword slot -1 option Withdraw-1 0.")	3	BotInterfaceOption
1774468797483	109	BOT Empha	START_ACTIVITY	go_to_bank
1774468797483	109	BOT Barbarian	START_ACTIVITY	withdraw_from_bank
1774468797483	109	BOT Kabuto	START_RESOLVER	withdraw_from_bank	kill_bills_cows_strength
1774468797483	109	PLAYER MuskieMax	TASK_COMPLETED	hang_on_to_something_task
1774468797483	109	BOT MuskieMax	ASSIGNED	draynor_east_oak_trees
1774468797483	109	BOT QuickDraw	FAILED	magic_tutor	Requirement(BotInventorySetup(items=[BotItem(ids=[air_rune], min=30, max=null, usable=false, equippable=false), BotItem(ids=[mind_rune], min=30, max=null, usable=false, equippable=false)]))	0	BotInterfaceOption
1774468797483	109	BOT PolkockPete	ASSIGNED	magic_tutor
1774468797498	109	PLAYER Aidene	TELED	TILE 3205,3209,1
